original_name,company_name
MTH Inc,mth
TMC Industries Ltd,tmc industries
UMF Systems Inc,umf systems
World Wide Coin Investments Ltd,world wide coin investments
Fort Worth & Denver Railroad Co,fort worth denver railroad
Winter Park Telephone Co,winter park telephone
Florida Telephone Corp,florida telephone
Carter Day Industries Inc,carter day industries
DCL Inc,dcl
Eazor Express Inc,eazor express
Executive Industries,executive industries
Pioneer Texas Corp,pioneer texas
RPS Products Inc,rps products
Coastal Industries Inc,coastal industries
Consumers Distributors Ltd,consumers distributors
Hydromed Technology Inc,hydromed technology
Ocean Airways,ocean airways
Buck Engineering Co Inc,buck engineering
Rival Resources Inc,rival resources
Occidental Petroleum Exploration,occidental petroleum exploration
Allied Van Lines Inc,allied van lines
AES Technology Systems Inc,aes technology systems
Bordeaux Petroleum Co,bordeaux petroleum
Chase Development Corp,chase development
APF Electronics,apf electronics
Allied Farm Equipment,allied farm equipment
Bueno Coeur d'Alene Inc,bueno coeur dalene
Data Dimensions Inc-Old,data dimensions old
HRUB Corp,hrub
Mid-Continent Systems Inc,midcontinent systems
Pacesetter Industries Inc,pacesetter industries
Prudential Group Inc,prudential
Riverside Metal Products Co,riverside metal products
Scan Data Corp,scan data
Sci-Technics Inc,scitechnics
Synthemed Corp,synthemed
Tape Specialty Inc-Old,tape specialty old
Titan Group,titan
Wildlife Vaccines Inc,wildlife vaccines
Stroh Brewery Co,stroh brewery
Porter (H.K.) Inc,porter
Balboa Exploration Co,balboa exploration
Century Geophysical Corp,century geophysical
Concord Electric Co,concord electric
International Artware Corp,international artware
Keydata Corp,keydata
General Exploration,general exploration
International Systems & Controls,international systems controls
North American Mortgage Investor,north american mortgage investor
Pike Natural Gas Co,pike natural gas
Vermont Yankee Nuclear Power Corp,vermont yankee nuclear power
Maine Yankee Atomic Power Corp,maine yankee atomic power
Tennessee Valley Authority,tennessee valley authority
Roundy's Inc -Old,roundys old
Central Telephone Co of Florida,central telephone of florida
Central Telephone Co of Illinois,central telephone of illinois
Central Telephone Co of Virginia,central telephone of virginia
Southern Electric Generating Co,southern electric generating
European-American Bancorp,europeanamerican bancorp
FCX Inc,fcx
Diversified Industrial Corp,diversified industrial
Williamhouse Regency Inc,williamhouse regency
Spectrum Communication Corp,spectrum communication
Wilson Freight Co,wilson freight
Computerphone International Corp,computerphone international
Altius Corp,altius
Swab Fox Cos,swab fox cos
Anefco Inc,anefco
Inter Island Resorts Ltd,inter island resorts
Intermountain Energy Inc,intermountain energy
Monetary Realty Trust,monetary realty trust
Hi-Tech Industries Inc,hitech industries
Ridgeview Oil Co,ridgeview oil
Dallas Power & Light,dallas power light
Texas Electric Service Co,texas electric service
Texas Power & Light Co,texas power light
American Industries Ltd,american industries
Atlantic Oil Corp,atlantic oil
Bion Corp,bion
Burke Security Inc,burke security
Texas Petroleum Corp/CO,texas petroleum
Diogenes Systems Inc,diogenes systems
GST Laboratories Inc,gst laboratories
Neighborhood Realty Group USA,neighborhood realty usa
North American Energy Resources,north american energy resources
Petro Silver Inc,petro silver
Precision Film & Video,precision film video
Suntec Systems Inc,suntec systems
Unified Grocers Inc,unified grocers
Contel of New York Inc,contel of new york
Telemetry Controls Inc,telemetry controls
Golden Cycle Corp,golden cycle
Lumberman's Acceptance Co,lumbermans acceptance
Government Employees Financial Corp,government employees financial
Dictaphone Corp/DE,dictaphone de
Central Rents Inc,central rents
Adams Outdoor Advertising  LP,adams outdoor advertising lp
Horsehead Resource Development Inc,horsehead resource development
Metropolitan Realty Co LLC,metropolitan realty llc
Handy Hardware  Wholesale Inc.,handy hardware wholesale
White Rose Foods Inc,white rose foods
Cumberland Farms Inc,cumberland farms
Integrated Micro Products,integrated micro products
English China Clays PLC,english china clays
Pioneer Financial Services Inc,pioneer financial services
Forecast Group (The) LP,forecastlp
Realcap Holdings Ltd,realcap
Environmental Safety Systems Inc,environmental safety systems
Time Warner Entertainment Co LP,time warner entertainment lp
Apria Healthcare Group Inc,apria healthcare
PlainsCapital Corp,plainscapital
Springleaf REIT Inc,springleaf reit
Loha Co Ltd,loha
Official Information Co,official information
Calmar Inc/DE,calmar de
Tekni-Plex Inc.,tekniplex
Freedom Chemical Co,freedom chemical
ISS A/S,iss
Unionamerica Holdings Plc,unionamerica
AmeriSteel Corp,ameristeel
Emerald Capital Holdings Inc,emerald capital
Morgan Financial Corp/DE,morgan financial de
Gabelli Entertainment & Telecommunications Acquisition Corp,gabelli entertainment telecommunications acquisition
Liquidnet Holdings Inc,liquidnet
Comcast Cable Communications Inc.,comcast cable communications
Jitney Jungle Stores of America,jitney jungle stores of america
Merfin International Inc,merfin international
Streamlogic Corp,streamlogic
Arimetco International Inc,arimetco international
TCI Communications Inc,tci communications
Grant Geophysical Inc.,grant geophysical
Nu-Technologies Bio-Med Inc,nutechnologies biomed
Doane Pet Care Co,doane pet care
Sprint Spectrum LP,sprint spectrum lp
Van De Kamps Inc,van de kamps
Clark-Schwebel Holdings Inc,clarkschwebel
Windy Hill Pet Food Co Inc,windy hill pet food
Citicorp,citicorp
Regal Cinemas Inc,regal cinemas
Communications Instruments,communications instruments
Wavetek Corp,wavetek
Euramax Holdings Inc,euramax
Lifestyle Furnishings International,lifestyle furnishings international
Safelite Glass Corp,safelite glass
Gulf States Steel Inc,gulf states steel
SD Warren Co,sd warren
SoftNet Technology Corp,softnet technology
Canutilities Holdings Ltd,canutilities
HealthMarkets Inc,healthmarkets
Merisant Worldwide Inc,merisant worldwide
She Beverage Co Inc,she beverage
American Aircraft Corp,american aircraft
Action Auto Stores Inc,action auto stores
All-American Term Trust Inc,allamerican term trust
AB Holding Group Inc,ab
American Bank Note Holographics Inc,american bank note holographics
American Banknote Corp,american banknote
Able Telcom Holding Corp,able telcom
Above Technologies Inc,above technologies
Abazias Inc,abazias
ACA Joe Inc,aca joe
800 America.com Inc,americacom
American Community Development Group,american community development
American CDI Corp,american cdi
Atlantic Industries Inc,atlantic industries
ACE*COMM Corp,acecomm
American Confectionery Corp,american confectionery
Armstrong Holdings Inc,armstrong
Allis-Chalmers Credit Corp,allischalmers credit
Accumed International Inc,accumed international
ACCPAC International Inc,accpac international
American Complex Care Inc,american complex care
Acqua Group Inc,acqua
Acterna Corp,acterna
American Cytogenetics,american cytogenetics
Applied Data Communications,applied data communications
Addsco Industries Inc,addsco industries
Altos Hornos De Mexico,altos hornos de mexico
Advanced Detectors Inc,advanced detectors
Autodie Corp,autodie
Aviation Distributors Inc,aviation distributors
Andal Corp,andal
Advanced Lighting Technologies Inc,advanced lighting technologies
Advanced Monitoring Systems Inc,advanced monitoring systems
Audiotronics Corp,audiotronics
Audre Recognition Systems Inc,audre recognition systems
Alternative Distributors Corp,alternative distributors
Advance Display Technologies Inc,advance display technologies
API Electronics Group Inc,api electronics
Aerogen Inc,aerogen
American Eagle Group Inc -Old,american eagle old
Aegis Group PLC,aegis
Access to Money Inc,access to money
Apache Energy & Minerals,apache energy minerals
Allerion Inc,allerion
American Skiing Co,american skiing
Amereco Environmental Services Inc,amereco environmental services
America 1st Financial Fund 1987 LP,america st financial lp
Amerex Group Inc,amerex
Aegis Industries Inc,aegis industries
Alaska Gold Co,alaska gold
AGP & Co Inc,agp
Americas Growth Fund Inc,americas growth
Agility Capital Inc,agility capital
American Home Industries Corp,american home industries
Access Healthnet Inc,access healthnet
American Homepatient Inc,american homepatient
Americana Hotels & Realty Corp,americana hotels realty
American Health Services Corp,american health services
American Capital Holdings Inc,american capital
Applied Imaging Corp.,applied imaging
Acindar Industria Argentina De Aceros Sa Acin,acindar industria argentina de aceros acin
Alpnet Inc,alpnet
Aircoa Hospitality Service,aircoa hospitality service
Ajax Resources Ltd,ajax resources
Ross (AJ) Logistics Inc,rosslogistics
Ameriking Inc,ameriking
Alaska Pacific Bancshares Inc.,alaska pacific bancshares
Allico Corporation,allico
Alliant Computer Systems Corp,alliant computer systems
Nor'Wester Brewing Company,norwester brewing company
Algorex Corp,algorex
Allegiance Telecom Inc,allegiance telecom
Alamogordo Financial Corp,alamogordo financial
Alliance Northwest Industries Inc,alliance northwest industries
Alternative Resources Corp,alternative resources
Allergy Research Group Inc,allergy research
Alterman Investment Fund,alterman investment
All Seasons Resorts Inc,all seasons resorts
Allstar Inns Inc,allstar inns
Allure Cosmetics Ltd,allure cosmetics
Alysis Technologies Inc,alysis technologies
Amber Resources Company of Colorado,amber resources company of colorado
American Midland Corp,american midland
Amresco Capital Trust,amresco capital trust
Americonnect Inc,americonnect
Armada Corp,armada
Ametech Inc,ametech
AFN Inc,afn
Americold Corp,americold
Amresco Inc,amresco
American Network Group Inc,american network
American Monitor Corp,american monitor
Amerford International Corp,amerford international
Artemis International Solutions Corp,artemis international solutions
American Vision Centers Inc,american vision centers
Automedix Sciences,automedix sciences
Andatco Inc,andatco
Andean Development Corp,andean development
Anghel Laboratories,anghel laboratories
Americus Management Corp,americus management
American Municipal Term Trust Inc II,american municipal term trust ii
American Nursery Products Inc,american nursery products
American Nuclear Corp,american nuclear
Alaska Northwest Properties,alaska northwest properties
Appalachian Oil & Gas Co Inc,appalachian oil gas
AOI Coal Co,aoi coal
Apple Orthodontix Inc,apple orthodontix
Advanced Products & Technology,advanced products technology
Palmer (Arnold) Golf Co,palmergolf
American Phonemeter,american phonemeter
American Pharmaceutical Co,american pharmaceutical
Applied Machining Technology Inc,applied machining technology
American Pacific Minerals Ltd,american pacific minerals
Appoint Technologies Inc,appoint technologies
Alpha Innotech Corp,alpha innotech
Apollo Industries Inc,apollo industries
APW Ltd,apw
Aquanatural Co,aquanatural
Aracca Petroleum Corp,aracca petroleum
Republic Bank/CA,republic bankca
Alternate Energy Corp Inc.,alternate energy
Asia Pacific Resources International Holding Ltd,asia pacific resources international
American Rivers Oil Co,american rivers oil
Atlantic Restaurant Ventures,atlantic restaurant ventures
Aryt Industries Ltd,aryt industries
American Ship Building Co,american ship building
Asco Liquidating Corp,asco liquidating
Ascent Pediatrics Inc,ascent pediatrics
Ashlin Development Corp,ashlin development
Anangel American Shipholdings Ltd,anangel american shipholdings
Associated Mortgage Investor,associated mortgage investor
American Communication & Television,american communication television
Astrosystems Inc,astrosystems
Asia Supernet Corp,asia supernet
Assure Energy Inc,assure energy
Allstar Video Inc,allstar video
Austria Fund Inc,austria
ATC II Inc,atc ii
Amertek Inc,amertek
American Telecasting Inc,american telecasting
Atlantic Express,atlantic express
At Home Corp,at home
Atlanta International Raceway Inc,atlanta international raceway
Atlantis Group Inc,atlantis
American Telnet Corp,american telnet
ATNN Inc,atnn
Athey Products Corp,athey products
Auto-Trol Technology Corp,autotrol technology
Armatron International Inc,armatron international
Amtrust Capital Corp,amtrust capital
American Transport Television Network Inc,american transport television network
Audioscience Inc,audioscience
Automated Microsystems Inc,automated microsystems
Aurora Foods Inc,aurora foods
Autospa Corp,autospa
Austins International Inc,austins international
Advanced Energy Resources,advanced energy resources
Advanced Financial,advanced financial
Avitar Inc-Old,avitar old
Advanced Manufacturing Systems,advanced manufacturing systems
Aviva Petroleum Inc,aviva petroleum
American White Cross Inc,american white cross
AW Computer Systems,aw computer systems
American Water Resources Inc,american water resources
American Wireless Systems Inc,american wireless systems
Axs-One Inc.,axsone
Action Auto Rental,action auto rental
Aztech International Ltd,aztech international
Bacardi Corp,bacardi
Braniff Inc,braniff
Barringer Laboratories Inc,barringer laboratories
Baldwin Securities Corp,baldwin securities
Bali Jewelry Ltd,bali jewelry
Bargo Energy Co,bargo energy
Base Ten Systems,base ten systems
BAV Liquidating Corp,bav liquidating
Birdsboro Corp,birdsboro
Best Buy Drugs Inc,best buy drugs
Bank Building & Equipment Corp of America,bank building equipment of america
